show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s507,TV Show,Into the Journey,Mei Lin,"Isabella Santos, Priya Desai, Rosa Fernandez, Anya Sokolova, Clara Weber",United Kingdom,"February 5, 2019",2019,TV-14,1 Season,"Korean TV Shows, International TV Shows",Courage is tested when secrets surface in this suspenseful series.
s508,Movie,Eastern Moons,,"Marco Bianchi, Soo-Jin Park, Yuna Lee, Roberto Mendez, Gabriel Torres",Japan,"June 1, 2017",2014,PG-13,99 min,International Movies,"When a family reunion changes their lives, estranged siblings must rebuild their lives."
s509,Movie,Mountain Star,James Chen,"Sunita Rao, Daniel Brooks, Aisha Johnson",India,"January 20, 2019",2018,PG-13,111 min,"International Movies, Action & Adventure, Stand-Up Comedy","When a chance encounter upends everything, unlikely allies must uncover the truth."
s510,Movie,Operation Restless Door,Clara Hoffman,"Daisuke Ito, Elise Moreau, Chris O'Malley",India,"December 20, 2023",2021,PG-13,108 min,"International Movies, Anime Features, Documentaries",A reluctant teacher is drawn into a dark secret in this heartfelt film.
s511,Movie,A Glass River,Yuki Tanaka,"Priyanka Reddy, Leo Magnusson, Anna Schmidt, Aisha Johnson",United Kingdom,"September 17, 2019",2012,TV-14,114 min,"Thrillers, Children & Family Movies","In a bustling city, a curious outsider reluctantly joins a race against time."
s512,Movie,When Rains Fall,,"Emma Rodriguez, Ingrid Berg, Andres Vargas, Ryu Watanabe, Priya Desai",United States,"July 3, 2023",2023,TV-MA,130 min,"Horror Movies, Romantic Movies, Dramas",This emotionally charged film sheds light on the bonds of family.
s513,Movie,Fallen Waters,Isabelle Laurent,"Chris O'Malley, Raj Mehta, Kwame Owusu, Chloe Dubois",India,"March 5, 2018",2016,TV-MA,128 min,"International Movies, Dramas","Haunted by the past, a single parent returns home to solve an old mystery."
s514,Movie,Gentle,Ji-Yeon Lee,"Sophie Laurent, Gabriel Torres",United States,"January 9, 2022",2020,PG-13,91 min,Action & Adventure,"With nothing left to lose, a single parent arrives in start a new life."
s515,TV Show,Darkness in the Shattered Dusk,Hana Park,"Soo-Jin Park, Aisha Johnson","Japan, United States, Canada","May 31, 2021",2020,TV-Y7,1 Season,"TV Comedies, TV Dramas","When a family reunion forces difficult choices, estranged siblings must rebuild their lives."
s516,Movie,Operation Deep Garden,Marie Dubois,"Zainab Osman, Stefan Richter, Maja Johansson","United States, Germany","January 23, 2018",2017,R,81 min,Dramas,This award-winning film delves into the weight of tradition.
s517,TV Show,My Shattered Ocean,,"Thomas Fischer, Nathaniel Foster, Yuki Sato, Carlos Gutierrez, Marcus Campbell",United States,"June 16, 2022",2021,TV-PG,1 Season,"TV Dramas, International TV Shows, Crime TV Shows",Love is tested when the stakes are raised in this suspenseful series.
s518,TV Show,A Savage Day,Elena Rossi,"Maja Johansson, Yuki Sato, Carlos Gutierrez, Amara Williams",United States,"December 23, 2022",2020,TV-PG,3 Seasons,"Reality TV, Kids' TV, Korean TV Shows",This visually stunning series delves into the complexities of modern love.
s519,Movie,Digital,Anya Volkov,"Gabriel Torres, Sunita Rao","India, South Korea, Nigeria","July 30, 2021",2021,PG-13,98 min,"International Movies, Comedies",A troubled journalist struggles with a dark secret in this gripping film.
s520,Movie,My Savage House,,"Marco Bianchi, Priya Desai, Anna Schmidt",Japan,"January 13, 2022",2020,TV-14,79 min,"International Movies, Horror Movies","Following a devastating loss, a single parent arrives in start a new life."
s521,Movie,Frozen,Takeshi Yamamoto,"Nathaniel Foster, Emma Rodriguez, Yuki Sato",Spain,"November 17, 2017",2017,TV-PG,90 min,Comedies,A troubled lawyer must confront a dark secret in this heartfelt film.
s522,Movie,Earth of Forests,Diego Morales,"Helga Braun, Ryan O'Connor, Olga Ivanova, Mei Chen",India,"March 21, 2019",2019,PG-13,70 min,"Thrillers, Romantic Movies, Children & Family Movies",A reluctant lawyer struggles with an unexpected truth in this heartfelt film.
s523,Movie,Iron Bridge Desert,Raj Patel,"Henrik Larsen, Benjamin Hayes",Japan,"June 12, 2015",2011,TV-14,95 min,"International Movies, Comedies",A reluctant artist must confront a dangerous conspiracy in this compelling film.
s524,Movie,The Dream Fire,Raj Patel,"Sanjay Patel, Yuki Sato",United States,"January 28, 2023",2021,TV-14,115 min,"Horror Movies, Thrillers, Romantic Movies",Love is tested when secrets surface in this captivating drama.
s525,Movie,Earth of Paths,,"Gabriel Torres, Fatima Hassan, Camila Rojas",United States,"October 12, 2022",2012,PG,109 min,"Romantic Movies, Thrillers","In a bustling city, an unlikely hero embarks on a journey of self-discovery."
s526,Movie,The Hidden Sky,Marie Dubois,"Liam Nakamura, Alejandro Reyes",India,"December 27, 2018",2017,TV-14,137 min,"Children & Family Movies, Action & Adventure","When a chance encounter upends everything, two strangers must find common ground."
s527,TV Show,Thunder Truth,Kenji Watanabe,"Mei Chen, Nathaniel Foster, Ivan Petrov",United States,"March 8, 2022",2021,TV-14,4 Seasons,"TV Dramas, Crime TV Shows",A troubled chef discovers a mysterious past in this intense series.
s528,Movie,The Last Night,James Chen,"Yuna Lee, Haruto Suzuki, Tomas Novotny",Germany,"December 28, 2023",2023,TV-14,81 min,"International Movies, Children & Family Movies, Sci-Fi & Fantasy",This critically acclaimed film chronicles the cost of ambition.
s529,Movie,Day of Minds,Hana Park,"Takeshi Honda, Alejandro Reyes, Emma Rodriguez, Elena Popova",Norway,"December 7, 2023",2020,PG-13,137 min,"International Movies, Documentaries","In a war-torn country, an unlikely hero leads a dangerous mission."
s530,Movie,Beyond the Fire,James Chen,"Liam Nakamura, Andres Vargas",India,"December 5, 2018",2004,TV-MA,97 min,"Thrillers, Stand-Up Comedy",Friendship is tested when the stakes are raised in this suspenseful drama.
s531,TV Show,A Fallen Wind,Ingrid Larsson,"Marcus Campbell, Soo-Jin Park",India,"November 28, 2022",2022,TV-MA,6 Seasons,"Crime TV Shows, TV Comedies","Following a devastating loss, a man returns home to confront unfinished business."
s532,Movie,The Day Night,Carlos Mendez,"Liam Nakamura, Hana Yoshida",India,"January 2, 2019",2017,R,70 min,"Stand-Up Comedy, Dramas, International Movies",Courage is tested when alliances shift in this poignant drama.
s533,Movie,Shadows and Earths,Paulo Costa,"Isabella Santos, Michael Adeyemi, Amara Williams",India,"August 4, 2022",2011,TV-MA,91 min,"International Movies, Comedies, Anime Features",This critically acclaimed film explores the cost of ambition.
s534,TV Show,Fierce Spirits,Clara Hoffman,"Yuki Sato, Aisha Johnson, Eva Lindberg",Japan,"June 2, 2020",2014,TV-MA,2 Seasons,"Korean TV Shows, TV Comedies, Reality TV","When a strange discovery forces difficult choices, a small community must fight for survival."
s535,Movie,Gardens and Thunders,Patrick Sullivan,"Samuel Obi, Kenji Mori, Rosa Fernandez",India,"October 12, 2015",2007,TV-MA,81 min,"International Movies, Stand-Up Comedy, Romantic Movies",Love is tested when secrets surface in this captivating drama.
s536,Movie,The Season City,Priya Sharma,"Isabella Santos, Jamal Washington, Raj Mehta, Sarah Mitchell, Priya Desai",United States,"June 27, 2022",2021,PG-13,106 min,"Children & Family Movies, Anime Features, Documentaries",Loyalty is tested when alliances shift in this touching drama.
s537,Movie,The Soul Thunder,Amina Diallo,"Blessing Okafor, Mei Chen, Erik Svensson, Adaeze Nwosu",India,"January 5, 2020",2017,TV-14,73 min,"International Movies, Documentaries","In a prestigious academy, a former champion leads a dangerous mission."
s538,TV Show,The Spirit Mirror,Yuki Tanaka,"Aisha Johnson, Soo-Jin Park",India,"December 25, 2022",2022,TV-PG,1 Season,"International TV Shows, Korean TV Shows, TV Comedies","When a sudden tragedy changes their lives, two strangers must uncover the truth."
s539,Movie,Iron Year Empire,Amara Okafor,"Isabella Santos, Yuki Sato",Philippines,"July 3, 2021",2017,TV-14,110 min,"Children & Family Movies, Stand-Up Comedy, Anime Features",Love is tested when secrets surface in this suspenseful drama.
s540,TV Show,Project Fire,Thomas Weber,"Soo-Jin Park, Sophie Laurent, Yuki Sato, Zainab Osman",India,"January 13, 2022",2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows",A troubled lawyer discovers a mysterious past in this gripping series.
s541,Movie,Operation Fading Year,Priya Sharma,"Raj Mehta, Amara Williams, Sophie Laurent",China,"December 1, 2015",2015,R,93 min,"International Movies, Sci-Fi & Fantasy",This visually stunning film explores the complexities of modern love.
s542,Movie,The Light Voice,Stefan Mueller,"Sanjay Patel, Chloe Dubois, Tariq Rahman","United Kingdom, India, United States","June 27, 2020",2020,TV-14,88 min,"Sci-Fi & Fantasy, Children & Family Movies",A brilliant journalist struggles with a life-changing opportunity in this intense film.
s543,Movie,A Bitter Desert,Takeshi Yamamoto,"David Okafor, Sakura Kimura, Tomas Novotny, Chloe Dubois, Priya Desai",Bangladesh,"June 18, 2022",2022,PG-13,147 min,"Documentaries, Comedies",This emotionally charged film chronicles the cost of ambition.
s544,Movie,Shattered Waters,Diego Morales,"Roberto Mendez, Clara Weber, Sean Fitzgerald, Jamal Washington, Amara Williams",South Korea,"December 11, 2023",2018,PG-13,97 min,"International Movies, Comedies, Dramas","Armed with a dangerous secret, a man returns home to confront unfinished business."
s545,TV Show,Promise in the Golden River,David Kim,"Yuna Lee, Kenji Mori, Anya Sokolova, Marco Bianchi",Canada,"August 30, 2019",2006,TV-MA,1 Season,TV Dramas,A young journalist is drawn into a dangerous conspiracy in this compelling series.
s546,Movie,The Bright Spirit,Gabriel Santos,"Helga Braun, Fatou Sow",India,"April 3, 2021",2019,TV-14,102 min,Dramas,"Following a devastating loss, a retired agent travels to seek redemption."
s547,Movie,My Lost Sky,Nina Petrova,"Sophie Laurent, Emma Rodriguez, Amina Traore, Fatima Hassan, Yuki Sato",United Kingdom,"February 19, 2017",2012,TV-MA,112 min,"Documentaries, Action & Adventure, Comedies","Armed with a dangerous secret, a woman returns home to solve an old mystery."
s548,TV Show,The Modern Bridge,Priya Sharma,"Soo-Jin Park, Raj Mehta, Isabella Santos",Nigeria,"May 3, 2016",2015,TV-Y,1 Season,"International TV Shows, TV Dramas, Docuseries","In a remote village, a misunderstood loner embarks on a quest for justice."
s549,Movie,Beyond the House,James Chen,"Thomas Fischer, Erik Svensson",China,"February 3, 2022",2022,R,92 min,Thrillers,Friendship is tested when danger strikes in this touching drama.
s550,TV Show,Golden Empire Day,Alejandro Cruz,"Fatou Sow, Sean Fitzgerald, Nathaniel Foster, Emma Rodriguez, Chloe Dubois",Argentina,"January 10, 2022",2020,TV-MA,3 Seasons,TV Dramas,This award-winning series explores the complexities of modern love.
s551,Movie,Forest of Empires,James Chen,"Thomas Fischer, Carlos Gutierrez, Zara Khan, Isabella Santos",United States,"November 14, 2022",2017,TV-PG,70 min,"Dramas, Horror Movies, Children & Family Movies","When an old letter brings old wounds to light, estranged siblings must face their fears."
s552,TV Show,Iron,James Chen,"Yuna Lee, Rosa Fernandez, Omar Diallo, Marco Bianchi, Patrick Murphy",Japan,"April 28, 2021",2020,TV-Y,1 Season,"International TV Shows, TV Comedies, Crime TV Shows","Armed with a dangerous secret, a man travels to seek redemption."
s553,Movie,My Iron Shadow,David Kim,"Carlos Gutierrez, Alejandro Reyes",United States,"April 25, 2018",2018,PG,118 min,"Anime Features, Romantic Movies",A brilliant lawyer is drawn into a dangerous conspiracy in this heartfelt film.
s554,TV Show,Northern Mirrors,Clara Hoffman,"William Chen, Amara Williams",United Kingdom,"September 8, 2019",2016,TV-14,1 Season,"Reality TV, TV Dramas, International TV Shows","With nothing left to lose, a teenager returns home to solve an old mystery."
s555,Movie,The Dream Diaries,James Chen,"Liam Nakamura, Michael Adeyemi",Canada,"June 25, 2020",2015,TV-14,126 min,"Horror Movies, International Movies, Thrillers","In a prestigious academy, a former champion embarks on a race against time."
s556,Movie,Operation Twisted Thunder,Lucas Fernandez,"Aisha Johnson, Yuna Lee, Benjamin Hayes, Liam Nakamura","Poland, France","August 23, 2020",2011,PG-13,70 min,"International Movies, Horror Movies",Love is tested when alliances shift in this captivating drama.
s557,TV Show,Memorys and Gardens,Rafael Torres,"Yuki Sato, Daisuke Ito, Omar Diallo, Priya Desai, Liam Nakamura",United States,"September 10, 2017",2012,TV-PG,2 Seasons,"Docuseries, Reality TV",This visually stunning series examines the bonds of family.
s558,Movie,A Neon Dawn,Arjun Reddy,"Chris O'Malley, Antonio Perez, Rosa Fernandez, Isabelle Martin",France,"July 24, 2023",2023,PG,70 min,"Children & Family Movies, Sci-Fi & Fantasy","When an old letter brings old wounds to light, estranged siblings must face their fears."
s559,Movie,My Modern Journey,,"Chris O'Malley, Carlos Gutierrez, Katarina Novak, Yuki Sato, Marco Bianchi",Canada,"May 26, 2023",2017,TV-14,102 min,International Movies,Friendship is tested when alliances shift in this captivating drama.
s560,Movie,My Ancient Empire,Freya Nielsen,"Ji-Hye Kim, Thomas Fischer, Liam Nakamura","Argentina, India","August 1, 2022",2018,TV-MA,135 min,"International Movies, Stand-Up Comedy, Sci-Fi & Fantasy",Courage is tested when worlds collide in this poignant drama.
s561,TV Show,My Restless Heart,Ravi Kapoor,"Leo Magnusson, David Okafor, Soo-Jin Park",United States,"August 4, 2022",2022,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","When an old letter reveals hidden truths, a group of friends must find common ground."
s562,Movie,Operation Eastern Darkness,Yuki Tanaka,"Amara Williams, Patrick Murphy","United States, China","July 25, 2018",2018,TV-MA,91 min,"Anime Features, Dramas",A brilliant detective discovers a dangerous conspiracy in this gripping film.
s563,Movie,Dawn Snow,Omar Hassan,"Aisha Johnson, Hana Yoshida",Taiwan,"April 19, 2023",2022,TV-MA,71 min,"International Movies, Thrillers, Horror Movies","In a war-torn country, a curious outsider reluctantly joins a quest for justice."
s564,Movie,The Song Flame,Ji-Yeon Lee,"Hiroshi Yamada, Zara Khan",Argentina,"October 11, 2023",2023,R,129 min,"Anime Features, Stand-Up Comedy",Love is tested when danger strikes in this poignant drama.
s565,TV Show,A Deep Bridge,Marcus Johnson,"Oscar Lindgren, Henrik Larsen, Marco Bianchi",Turkey,"August 22, 2019",2017,TV-Y,1 Season,"International TV Shows, TV Dramas","Haunted by the past, a retired agent arrives in confront unfinished business."
s566,Movie,The Dawn Diaries,Alejandro Cruz,"Emma Rodriguez, Raj Mehta, Carlos Gutierrez","United Kingdom, South Korea","December 5, 2021",2019,TV-14,70 min,"Thrillers, Action & Adventure","After years abroad, a man travels to start a new life."
s567,Movie,Beyond the Mind,Nathaniel Brooks,"Vikram Sharma, Yuna Lee","Turkey, Spain","January 23, 2017",2016,TV-14,96 min,"International Movies, Sci-Fi & Fantasy",A troubled lawyer navigates an unexpected truth in this gripping film.
s568,TV Show,Ocean of Doors,Omar Hassan,"Zara Khan, Yuna Lee, Chris O'Malley, Lucas Andersson",Nigeria,"March 6, 2019",2016,TV-MA,7 Seasons,International TV Shows,This emotionally charged series delves into life in a changing world.
s569,Movie,My Ancient Thunder,,"Gabriel Torres, Soo-Jin Park, Nadia Ali, Amina Traore",Canada,"February 15, 2020",2020,TV-MA,93 min,"Horror Movies, Stand-Up Comedy, Thrillers",Courage is tested when alliances shift in this poignant drama.
s570,Movie,Sun of Storms,Takeshi Yamamoto,"Clara Weber, Yuki Sato, Kenji Mori, David Okafor, Eva Lindberg",United Kingdom,"June 19, 2019",2016,TV-14,97 min,Documentaries,A troubled scientist struggles with a life-changing opportunity in this compelling film.
s571,Movie,Rising Darknesss,Raj Patel,"Henrik Larsen, Priya Desai, Daisuke Ito, Amara Williams, Carlos Gutierrez",India,"January 5, 2022",2021,TV-14,137 min,Action & Adventure,"When a chance encounter forces difficult choices, a small community must uncover the truth."
